"","Order","School_ID","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi","EEM","EE_Retrofit_Type","CDS_Code","char_prem_id","CDSCode"
"100",1597,"14632500000000_2325",0.14,2.59,1.78,0,95.63,31.02,2013,45515,63,13.64,32.5,64.9,29.34,18.98,50.2,1,0,0,"HVAC Controls- Programmable/Smart Thermostats","HVAC",1.46325e+13,"7058142","14632480129072"
"101",1602,"36679300000000_3540",0.14,0,47.9,0,52.1,42.69,2005,33397,83,14.44,14.5,86.91,34.44,16.39,5.4,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.66793e+13,"10019362","36679340110064"
"102",1604,"19648600000000_810",0.15,0.08,69.08,0,30.84,43.2,2011,66750,84,25.04,205,51.51,34.92,35.79,16.6,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"10464311","19648570124156"
"103",1605,"19648600000000_811",0.15,0,94.18,0,60.71,43.2,2011,57314,84,25.04,1523.5,51.51,34.92,35.79,16.6,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"10464493","19648570124156"
"104",1626,"36679300000000_3597",0.15,0,99,0,1,40.46,2006,54875,83,50.01,14.5,94.91,34.44,43.08,10.8,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.66793e+13,"2479678","36679343638012"
"105",1628,"19647100000000_92",0.16,0,100,0,0,38.92,2000,60682,92,5.5,205,52.43,34.92,57.37,24.35,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96471e+13,"10311640","19647091996313"
"106",1633,"36679300000000_1157",0.16,0,85.47,0,14.53,40.16,2008,54875,83,2.5,13,94.91,34.44,43.08,93.8,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.66793e+13,"10253769","36679343630100"
"107",1635,"19647100000000_1688",0.16,0,100,0,0,38.61,2003,84087,92,23.5,13,52.43,34.92,57.37,19.95,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96471e+13,"9423414","19647090100602"
"108",1641,"19642500000000_1740",0.16,0,57.11,0,42.89,43.9,1960,61000,54,84.5,32.5,92.21,34.92,29.23,31.15,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"1138870","19642461995406"
"109",1655,"19642500000000_2866",0.16,0,42.23,0,57.77,43.36,2002,46098,54,13,13,63.61,34.92,48.68,67.65,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"972217","19642461996644"
"110",1656,"19642500000000_2867",0.16,0,93.31,0,6.69,42.4,2002,25759,54,13,205,113.05,34.92,38.37,67.65,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"9572114","19642461996644"
"111",1671,"36676900000000_3248",0.16,0,98.49,0,1.51,40.48,1893,71559,82,11.5,205,74.39,34.44,53.98,54.35,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"6780776","36676863636131"
"112",1672,"19648600000000_3846",0.16,0,76.74,0,23.26,41.4,2003,59397,84,39.95,14.5,79.73,34.92,32.07,60.3,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"9455255","19648570102269"
"113",1673,"19642500000000_99",0.17,0,97.79,0,2.21,41.53,1912,40724,54,74,32.5,142.59,34.92,40.49,28.25,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"2230061","19642461930213"
"114",1684,"19642500000000_1659",0.17,0,72.66,0,27.34,40.72,1995,58254,54,85.5,205,58.02,34.92,35.88,32.75,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"5641958","19642461995844"
"115",1689,"19642500000000_1739",0.17,0,48.57,0,51.43,43.78,2002,56726,54,84.5,14.5,92.21,34.92,29.23,31.15,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"768016","19642461995406"
"116",1691,"19753100000000_1984",0.17,0,38.23,0,61.77,44.17,2018,53844,77,13,1523.5,150.27,34.92,39.37,49.85,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.97531e+13,"478300","19753090137786"
"117",1692,"19753100000000_1985",0.17,0,46.99,0,53.38,44.17,2018,53844,77,13,14.5,150.27,34.92,39.37,93.45,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.97531e+13,"581939","19753090137786"
"118",1693,"19753100000000_1986",0.17,0,85.43,0.1,85.27,44.17,2018,53844,77,13,205,150.27,34.92,39.37,42.85,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.97531e+13,"6804120","19753090137786"
"119",1698,"36679300000000_2390",0.17,0,72.85,0,27.15,40.41,1997,53844,83,7.33,14.5,107.74,34.44,28.87,25.95,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.66793e+13,"10110419","36679346059562"
"120",1699,"36679300000000_2530",0.17,0,64.41,0,35.59,41.59,1997,57727,83,13.08,205,75.48,34.44,15.79,36.65,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.66793e+13,"7036287","36679343630423"
"121",1719,"19647100000000_407",0.18,0,100,0,0,38.92,2004,63977,92,19.25,205,99.35,34.92,43.39,52.85,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96471e+13,"6569969","19647090107508"
"122",1720,"19647100000000_803",0.18,0,99.88,0,0.12,39.02,2003,82885,92,22.72,32.5,60.4,34.92,45.46,11.85,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96471e+13,"9928067","19647090100610"
"123",1724,"16639600000000_2179",0.18,0,100,0,0,40.51,2015,46667,85,23.79,13,108.13,42.51,51.98,55.85,1,0,0,"HVAC Controls- Programmable/Smart Thermostats","HVAC",1.66396e+13,"2337539","16639580132860"
"124",1725,"16639600000000_2191",0.18,0,96.26,0,0,40.51,2015,43534,85,17.5,13,108.13,42.51,51.98,88.9,1,0,0,"HVAC Controls- Programmable/Smart Thermostats","HVAC",1.66396e+13,"2977300","16639580132860"
"125",1732,"19648600000000_2639",0.18,0,75.65,0,24.35,41.28,2008,61193,84,15.01,32.5,96.08,34.92,23.44,56.9,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"5855395","19648570116558"
"126",1733,"36676900000000_2678",0.18,0,72.31,0,27.69,38.72,1990,88875,82,15.52,13,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"10199852","36676946109185"
"127",1734,"36676900000000_2679",0.18,0,94.94,0,0.81,38.72,1990,88875,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"10179914","36676946109185"
"128",1735,"19648600000000_2737",0.18,0,78.93,0,21.07,42.41,2012,48269,84,91.54,32.5,125.16,34.92,27.61,48.35,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"6792002","19648570125377"
"129",1736,"19648600000000_2738",0.18,0,100,0,0,42.53,2012,82708,84,91.54,205,116.62,34.92,31.94,42.95,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"10619373","19648570125377"
"130",1748,"19648600000000_3386",0.18,0,86.03,0,13.97,42.47,2014,43000,84,27.24,32.5,125.16,34.92,36.17,28.7,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"4426795","19648570129973"
"131",1751,"19648600000000_100",0.19,0,85.21,0,14.79,41.15,2006,59397,84,32.3,14.5,79.73,34.92,32.07,32.55,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"1623974","19648570112714"
"132",1752,"19648600000000_619",0.19,0,92.62,0,7.38,40.86,2012,81786,84,28.11,14.5,51.51,34.92,35.79,17.9,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"1090373","19648570126268"
"133",1754,"19642500000000_1283",0.19,0,78.41,0,21.59,40.34,1990,54323,54,112,14.5,51.51,34.92,28.64,24.25,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"2629414","19642461995398"
"134",1759,"19648600000000_1957",0.19,0,87.38,0,12.62,40.27,2018,131667,84,21.28,1523.5,69.75,34.92,32.04,19.5,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"7068159","19648576108625"
"135",1760,"16639600000000_2146",0.19,0,100,0,0,40.51,2015,95000,85,19.48,14.5,108.13,42.51,51.98,0.95,1,0,0,"HVAC Controls- Programmable/Smart Thermostats","HVAC",1.66396e+13,"1176003","16639580132860"
"136",1762,"16639600000000_2249",0.19,0,100,0,0,40.51,2015,44766,85,2,32.5,108.13,42.51,51.98,38.75,1,0,0,"HVAC Controls- Programmable/Smart Thermostats","HVAC",1.66396e+13,"6735532","16639580132860"
"137",1764,"33670300000000_2458",0.19,0,100,0,0,37.64,2016,66471,74,16.66,241,39.28,31.72,61.51,28.95,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"2613971","33670333331501"
"138",1765,"36676900000000_2665",0.19,0,94.59,0,5.41,37.78,1990,57608,82,15.52,42,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"628641","36676946109185"
"139",1766,"36676900000000_2666",0.19,0,81.29,0,5.56,37.78,1990,57608,82,15.52,23,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"1700922","36676946109185"
"140",1767,"36676900000000_2667",0.19,0,98.9,0,0,37.78,1990,57608,82,15.52,23,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"2650542","36676946109185"
"141",1768,"36676900000000_2668",0.19,0,98.9,0,0,37.78,1990,57608,82,15.52,1523.5,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"6051105","36676946109185"
"142",1769,"36676900000000_2669",0.19,0,98.23,0,2.88,37.78,1990,57608,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"6306423","36676946109185"
"143",1770,"36676900000000_2670",0.19,0,99.18,0,1.11,37.78,1990,57608,82,15.52,1523.5,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"6538369","36676946109185"
"144",1771,"36676900000000_2671",0.19,0,76.55,0,0,37.78,1990,57608,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"6847731","36676946109185"
"145",1772,"36676900000000_2672",0.19,0,99.37,0,0,37.78,1990,57608,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"6847733","36676946109185"
"146",1773,"36676900000000_2673",0.19,0,97.56,0,0,37.78,1990,57608,82,15.52,1523.5,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"7883520","36676946109185"
"147",1774,"36676900000000_2674",0.19,0,98.9,0,0,37.78,1990,57608,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"7883521","36676946109185"
"148",1775,"36676900000000_2675",0.19,0,96.25,0,1.05,37.78,1990,57608,82,15.52,1523.5,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"8723735","36676946109185"
"149",1776,"36676900000000_2676",0.19,0.24,97.5,0,2.26,38.47,1990,88875,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"9709811","36676946109185"
"150",1777,"36676900000000_2677",0.19,0,99.12,0,0,38.47,1990,88875,82,15.52,241,32.25,34.44,53.91,26.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.66769e+13,"9709812","36676946109185"
"151",1778,"19642500000000_2739",0.19,0,89.59,0,10.41,41.15,1957,54329,54,108,1523.5,125.16,34.92,27.61,33.4,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"4769205","19642461936624"
"152",1779,"19642500000000_2810",0.19,0,68.63,0,31.37,42.84,1996,50483,54,8,205,116.62,34.92,31.94,93.45,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"9664295","19642461995968"
"153",1789,"19648600000000_3860",0.19,0,82.06,0,17.94,42.9,2016,54948,84,24.65,205,113.05,34.92,38.37,28.9,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"1210512","19648576021208"
"154",1793,"19753100000000_334",0.2,0,100,0,0,37.16,2015,53882,77,4.61,1894.5,20.8,22.48,65.43,26.85,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.97531e+13,"1771513","19753090132654"
"155",1795,"19642500000000_642",0.2,0,96.65,0,3.35,41.1,1975,47083,54,23.5,1523.5,142.59,34.92,40.49,72.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"973715","19642461931732"
"156",1799,"19643300000000_1430",0.2,0,100,0,0,37.4,1959,71065,26,9.11,1894.5,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"7020353","19643296011837"
"157",1800,"19643300000000_1431",0.2,0,99.3,0,0,37.4,2009,71065,26,9.11,615,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"7020354","19643296011837"
"158",1802,"19648600000000_1840",0.2,0,73.07,0,26.93,42.79,1991,82708,84,24.95,1523.5,116.62,34.92,31.94,23,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"7013088","19648576021158"
"159",1803,"19648600000000_1841",0.2,0,71.65,0,0.56,42.79,2015,82708,84,24.95,205,116.62,34.92,31.94,23,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96486e+13,"7013089","19648576021158"
"160",1804,"19753100000000_1958",0.2,0,92.02,0,7.98,40.33,2018,62976,77,14.38,32.5,39.25,31.72,38.27,23.15,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.97531e+13,"10464236","19753090137703"
"161",1806,"33670300000000_2516",0.2,0,100,0,0,37.58,2008,66471,74,29.33,241,39.28,31.72,61.51,9.6,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"7012579","33670333331501"
"162",1831,"19753100000000_333",0.21,0,100,0,0,36.72,2015,67806,77,4.61,36,20.8,22.48,65.43,10.8,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.97531e+13,"824613","19753090132654"
"163",1834,"19643300000000_1418",0.21,0,88,0,12,39.84,1970,97431,26,9.11,278.5,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"134005","19643296011837"
"164",1835,"19643300000000_1436",0.21,0,99.13,0,0,37.28,2004,85500,26,9.11,83,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"9282405","19643296011837"
"165",1836,"19643300000000_1437",0.21,0.16,99.22,0,0.72,37.35,1959,85500,26,9.11,278.5,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"9301662","19643296011837"
"166",1856,"33670300000000_2773",0.21,0.32,96.59,0,3.09,37.49,1968,61758,74,20.99,13,28.42,31.72,52.32,27.5,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"5959065","33670336031850"
"167",1867,"33752000000000_77",0.22,0,88.48,0,11.52,38.91,2002,67224,40,16.55,205,38.17,31.72,34.46,22.5,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.3752e+13,"10010185","33752006107841"
"168",1872,"14101400000000_711",0.22,0,3.51,0,96.49,37.53,1950,92917,96,7.33,205,44.13,28.52,34.73,89.5,1,0,0,"HVAC Controls- Programmable/Smart Thermostats","HVAC",1.41014e+13,"7037862","1.41014e+13"
"169",1876,"19642500000000_865",0.22,0,79.68,0,20.32,40.78,2005,80273,54,98,14.5,154.47,34.92,21.54,29.4,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"10286234","19642460108407"
"170",1883,"16639300000000_1229",0.22,0,100,0,0,40.08,1998,53688,85,18.84,205,108.13,42.51,51.98,18.9,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.66393e+13,"9788683","16639251630169"
"171",1884,"16639300000000_1230",0.22,0,100,0,0.88,40.08,1998,25025,85,18.84,32.5,108.13,42.51,51.98,18.9,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.66393e+13,"9788684","16639251630169"
"172",1886,"19643300000000_1421",0.22,0,100,0,0,37.4,1999,85500,26,9.11,164,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"1191498","19643296011837"
"173",1887,"19643300000000_1422",0.22,0,100,0,0,37.15,1971,71065,26,9.11,336,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"1371564","19643296011837"
"174",1888,"19643300000000_1425",0.22,0,100,0,0,37.22,1955,71065,26,9.11,199,35.1,34.92,67.43,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"6656983","19643296011837"
"175",1892,"33670300000000_1789",0.22,0,77.67,0,22.33,37.59,2009,108904,74,18.16,241,28.21,31.72,54.75,23.95,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"10209662","33670330119321"
"176",1917,"33670300000000_565",0.23,0,100,0,0,37.55,1907,81859,74,16.76,241,39.8,31.72,68.29,8.2,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"1239654","33670336059034"
"177",1921,"33670300000000_1113",0.23,0,88.13,0,11.87,37.96,1941,66941,74,21.98,1523.5,23.39,31.72,45.34,21.4,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"6835051","33670336031793"
"178",1922,"33670300000000_1115",0.23,0,99.84,0,2.28,37.96,1993,66941,74,21.98,241,23.39,31.72,45.34,21.4,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"8851176","33670336031793"
"179",1924,"19643300000000_1428",0.23,0,100,0,0,37.36,2006,71065,26,9.11,42.5,39.16,34.92,53.99,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"6681154","19643296011837"
"180",1925,"19643300000000_1429",0.23,1.03,98.98,0,0,37.36,1960,71065,26,9.11,16,39.16,34.92,53.99,15.55,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"6681155","19643296011837"
"181",1927,"33670300000000_1483",0.23,0,70.85,0,29.15,40.59,2006,112045,74,13.86,42.5,26.77,31.72,49.66,5.6,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"9963305","33670330110759"
"182",1933,"19647100000000_2155",0.23,0,100,0,0,38.29,2006,68611,92,10.43,32.5,86.03,34.92,41.93,16.8,1,0,0,"HVAC Controls- Energy Management System","HVAC",1.96471e+13,"1508886","19647090112250"
"183",1940,"19642500000000_2863",0.23,0,66.07,0,33.93,40.06,1964,48550,54,97,205,60.67,34.92,27.56,17.4,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"1455089","19642461937051"
"184",1941,"19642500000000_2864",0.23,0,54.55,0,45.45,39.92,1964,50958,54,97,205,60.67,34.92,27.56,17.4,1,0,0,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"2799196","19642461937051"
"185",1942,"33670300000000_2973",0.23,0,100,0,0,38.8,2006,66085,74,19.95,14.5,31.81,31.72,39.14,9.95,1,0,0,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"9873047","33670330110635"
"186",3361,"19642500000000_19",0.24,0,46.04,0,53.96,40.67,2012,73750,54,18.5,14.5,60.67,34.92,27.56,36.45,1,1,1,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96425e+13,"1455091","19642460126003"
"187",3365,"19643300000000_255",0.24,0,98.96,0,1.04,37.03,1903,87704,26,19.01,98.5,38.09,34.92,50.66,11.95,1,1,1,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"6684886","19643291931088"
"188",3370,"33670300000000_866",0.24,0,97.68,0,2.32,38.78,2006,48083,74,14.93,267,31.81,31.72,39.14,7.7,1,1,1,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"9857268","33670330110643"
"189",3371,"33670300000000_910",0.24,0.88,79.6,0,19.51,38.28,2006,123083,74,88.93,241,31.81,31.72,39.14,9.1,1,1,1,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"9719745","33670330110627"
"190",3372,"33670300000000_911",0.24,0,99.52,0,0,38.28,2006,96215,74,88.93,241,31.81,31.72,39.14,9.1,1,1,1,"HVAC Controls- Energy Management System","HVAC",3.36703e+13,"9873041","33670330110627"
"191",3374,"33751900000000_1064",0.24,0,92.44,0,7.56,39.66,2003,86798,24,17.46,13,39.81,31.72,27.77,18.9,1,1,1,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",3.37519e+13,"9429945","33751920101097"
"192",3375,"56725500000000_1065",0.24,0,91.92,0,8.08,35.35,2002,67266,25,5.1,645,36.53,26.69,45.39,80.55,1,1,1,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",5.67255e+13,"7603872","56725465630066"
"193",3377,"19643300000000_1167",0.24,0,98.24,0,1.76,37.86,1949,97431,26,12.04,1894.5,35.1,34.92,67.43,22.3,1,1,1,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"9396578","19643296011829"
"194",3378,"19643300000000_1168",0.24,0,100,0,0,37.86,1994,97431,26,12.04,161,35.1,34.92,67.43,22.3,1,1,1,"HVAC- Packaged/Split System AC/Heat Pump/VRF","HVAC",1.96433e+13,"9396579","19643296011829"
